14,2.4
15,1.93
0,2.26
0,2.26
0,2.26
0,2.26
0,2.28
1,2.63
2,2.56
3,2.47
4,2.46
5,2.4
6,2.88
7,2.08
8,2.31
9,2.65
10,2.56
11,2.52
12,2.33
13,2.16
14,2.41
15,1.94
0,2.28
1,2.64
2,2.57
3,2.47
4,2.47
5,2.4
6,2.85
7,2.08
8,2.3
9,2.65
10,2.57
11,2.52
12,2.37
13,2.17
14,2.37
15,1.94
0,2.2
1,2.64
2,2.6
3,2.47
4,2.49
5,2.4
6,2.88
7,2.08
8,2.32
9,2.65
10,2.55
11,2.52
12,2.33
13,2.16
14,2.42
15,1.94
0,2.28
1,2.64
2,2.57
3,2.47
4,2.47
5,2.4
6,2.88
7,2.09
8,2.32
9,2.65
10,2.55
11,2.52
12,2.33
13,2.18
14,2.42
15,1.98
0,2.26
0,2.26
0,2.26
0,2.26
0,2.28
1,2.61
2,2.57
3,2.49
4,2.47
5,2.43
6,2.88
7,2.25
8,2.32
9,2.59
10,2.55
11,2.53
12,2.33
13,2.24
14,2.42
15,2.15
0,2.28
1,2.63
2,2.57
3,2.48
4,2.47
5,2.4
6,2.88
7,2.09
8,2.31
9,2.65
10,2.55
11,2.51
12,2.33
13,2.17
14,2.42
15,1.95
0,2.28
1,2.64
2,2.57
3,2.47
4,2.47
5,2.4
6,2.88
7,2.09
8,2.31
9,2.65
10,2.56
11,2.51
12,2.34
13,2.16
14,2.39
15,1.94
0,2.24
1,2.63
2,2.58
3,2.47
4,2.46
5,2.4
6,2.76
7,2.09
8,2.25
9,2.65
10,2.58
11,2.51
12,2.42
13,2.17
14,2.42
15,1.95
0,2.27
0,2.27
0,2.27
0,2.27
0,2.29
1,2.64
2,2.57
3,2.47
4,2.47
5,2.4
6,2.88
7,2.09
8,2.32
9,2.65
10,2.55
11,2.52
12,2.33
13,2.17
14,2.42
15,1.95
0,2.29
1,2.63
2,2.57
3,2.47
4,2.47
5,2.4
6,2.88
7,2.13
8,2.32
9,2.61
10,2.55
11,2.52
12,2.33
13,2.2
14,2.42
15,2.03
0,2.28
1,2.57
2,2.57
3,2.48
4,2.47
5,2.45
6,2.88
7,2.37
8,2.32
9,2.53
10,2.55
11,2.51
12,2.33
13,2.16
14,2.42
15,1.94
0,2.29
1,2.63
2,2.57
3,2.47
4,2.47
5,2.4
6,2.88
7,2.08
8,2.32
9,2.65
10,2.55
11,2.51
12,2.33
13,2.16
14,2.41
15,1.94
0,2.2875
0,2.2875
0,2.2875
0,2.2875
0,2.28
1,2.64
2,2.58
3,2.47
4,2.47
5,2.4
6,2.85
7,2.09
8,2.31
9,2.65
10,2.57
11,2.51
12,2.38
13,2.16
14,2.38
15,1.94
0,2.2
1,2.63
2,2.59
3,2.47
4,2.45
5,2.39
6,2.88
7,2.08
8,2.31
9,2.64
10,2.54
11,2.5
12,2.32
13,2.15
14,2.41
15,1.93
0,2.28
1,2.63
2,2.56
3,2.46
4,2.46
5,2.4
6,2.88
7,2.08
8,2.31
9,2.63
10,2.54
11,2.48
12,2.32
13,2.14
14,2.4
15,1.92
0,2.27
1,2.61
2,2.56
3,2.47
4,2.46
5,2.39
6,2.88
7,2.22
8,2.31
9,2.51
10,2.54
11,2.55
12,2.32
13,2.19
14,2.39
15,2.05
0,2.2575002
0,2.2575002
0,2.2575002
0,2.2575002
0,2.27
1,2.46
2,2.55
3,2.48
4,2.46
5,2.39
6,2.87
7,2.1
8,2.3
9,2.63
10,2.53
11,2.49
12,2.32
13,2.1
14,2.4
15,1.78
0,2.27
1,2.62
2,2.56
3,2.48
4,2.46
5,2.39
6,2.87
7,2.1
8,2.31
9,2.63
10,2.54
11,2.49
12,2.33
13,2.1
14,2.38
15,1.78
0,2.24
1,2.62
2,2.57
3,2.48
4,2.46
5,2.39
6,2.77
7,2.1
8,2.25
9,2.63
10,2.56
11,2.49
12,2.39
13,2.1
14,2.39
15,1.78
0,2.27
1,2.62
2,2.56
3,2.48
4,2.46
5,2.39
6,2.87
7,2.1
8,2.31
9,2.64
10,2.54
11,2.49
12,2.32
13,2.1
14,2.4
15,1.79
0,2.2624998
0,2.2624998
0,2.2624998
0,2.2624998
0,2.28
1,2.62
2,2.55
3,2.48
4,2.46
5,2.39
6,2.87
7,2.13
8,2.31
9,2.61
10,2.53
11,2.5
12,2.32
13,2.15
14,2.4
15,1.9
0,2.28
1,2.56
2,2.56
3,2.53
4,2.46
5,2.42
6,2.87
7,2.4
8,2.31
9,2.51
10,2.54
11,2.49
12,2.32
13,2.1
14,2.4
15,1.78
0,2.27
1,2.62
2,2.56
3,2.48
4,2.46
5,2.39
6,2.87
7,2.1
8,2.31
9,2.63
10,2.54
11,2.49
12,2.32
13,2.11
14,2.39
15,1.79
0,2.27
1,2.62
2,2.56
3,2.48
4,2.46
5,2.39
6,2.83
7,2.1
8,2.29
9,2.63
10,2.55
11,2.49
12,2.34
13,2.1
14,2.33
15,1.77
0,2.275
0,2.275
0,2.275
0,2.275
0,2.12
1,2.62
2,2.57
3,2.46
4,2.46
5,2.4
6,2.66
7,2.08
8,2.32
9,2.65
10,2.55
11,2.52
12,2.33
13,2.16
14,2.42
15,1.94
0,2.28
1,2.63
2,2.57
3,2.47
4,2.47
5,2.4
6,2.88
7,2.09
8,2.32
9,2.65
10,2.55
11,2.51
12,2.33
13,2.17
14,2.42
15,1.96
0,2.28
1,2.62
2,2.57
3,2.48
4,2.47
5,2.42
6,2.88
7,2.19
8,2.32
9,2.6
10,2.55
11,2.52
12,2.33
13,2.21
14,2.42
15,2.12
0,2.28
1,2.53
2,2.57
3,2.47
4,2.47
5,2.4
6,2.88
7,2.09
8,2.31
9,2.65
10,2.55
11,2.51
12,2.32
13,2.16
14,2.41
15,1.93
0,2.2399998
0,2.2399998
0,2.2399998
0,2.2399998
0,2.28
1,2.62
2,2.56
3,2.46
4,2.46
5,2.39
6,2.87
7,2.08
8,2.31
9,2.62
10,2.54
11,2.48
12,2.33
13,2.12
14,2.39
15,1.8
0,2.24
1,2.63
2,2.56
3,2.48
4,2.46
5,2.39
6,2.77
7,2.1
8,2.27
9,2.63
10,2.57
11,2.48
12,2.39
13,2.12
14,2.27
15,1.8
0,2.28
1,2.62
2,2.56
3,2.48
4,2.46
5,2.39
6,2.87
7,2.1
8,2.31
9,2.62
10,2.53
11,2.48
12,2.31
13,2.1
14,2.41
15,1.77
0,2.29
1,2.62
2,2.55
3,2.48
4,2.45
5,2.4
6,2.87
7,2.12
8,2.3
9,2.61
10,2.54
11,2.47
12,2.32
13,2.15
14,2.45
15,1.82
0,2.33
1,2.6
2,2.55
3,2.5
4,2.45
5,2.39
6,2.87
7,2.36
8,2.31
9,2.5
10,2.54
11,2.47
12,2.32
13,2.11
14,2.45
15,1.73
0,2.33
1,2.62
2,2.55
3,2.47
4,2.46
5,2.39
6,2.86
7,2.1
8,2.3
9,2.62
10,2.54
11,2.46
12,2.32
13,2.11
14,2.44
15,1.73
0,2.32
1,2.62
2,2.55
3,2.47
4,2.45
5,2.39
6,2.83
7,2.09
8,2.28
9,2.62
10,2.54
11,2.43
12,2.34
13,2.09
14,2.38
15,1.73
0,2.18
1,2.62
2,2.55
3,2.46
4,2.47
5,2.39
6,2.69
7,2.1
8,2.3
9,2.62
10,2.54
11,2.44
12,2.32
13,2.09
14,2.45
15,1.73
0,2.33
1,2.62
2,2.55
3,2.46
4,2.45
5,2.39
6,2.86
7,2.1
8,2.3
9,2.62
10,2.54
11,2.45
12,2.32
13,2.1
14,2.45
15,1.76
0,2.33
1,2.61
2,2.55
3,2.47
4,2.45
5,2.4
6,2.86
7,2.2
8,2.3
9,2.57
10,2.54
11,2.48
12,2.32
13,2.16
14,2.45
15,1.99
0,2.291
0,2.291
0,2.291
0,2.291
0,2.291
0,2.291
0,2.291
0,2.291
0,2.291
0,2.291
0,2.32
1,2.53
2,2.55
3,2.52
4,2.45
5,2.39
6,2.86
7,2.1
8,2.3
9,2.62
10,2.54
11,2.46
12,2.32
13,2.11
14,2.45
15,1.75
0,2.33
1,2.62
2,2.55
3,2.47
4,2.45
5,2.39
6,2.86
7,2.1
8,2.3
9,2.62
10,2.54
11,2.45
12,2.33
13,2.1
14,2.43
15,1.75
0,2.29
1,2.62
2,2.56
3,2.47
4,2.46
5,2.39
6,2.78
7,2.1
8,2.25
9,2.62
10,2.55
11,2.46
12,2.36
13,2.1
14,2.3
15,1.76
0,2.32
1,2.61
2,2.55
3,2.47
4,2.45
5,2.39
6,2.87
7,2.1
8,2.3
9,2.62
10,2.53
11,2.47
12,2.32
13,2.11
14,2.42
15,1.8
0,2.3149998
0,2.3149998
0,2.3149998
0,2.3149998
0,2.3
1,2.61
2,2.55
3,2.48
4,2.45
5,2.39
6,2.86
7,2.14
8,2.3
9,2.61
10,2.53
11,2.47
12,2.32
13,2.13
14,2.43
15,1.87
0,2.31
1,2.57
2,2.55
3,2.5
4,2.45
5,2.42
6,2.86
7,2.34
8,2.3
9,2.51
10,2.53
11,2.49
12,2.31
13,2.11
14,2.41
15,1.84
0,2.28
1,2.64
2,2.63
3,2.46
4,2.46
5,2.39
6,2.88
7,2.09
8,2.31
9,2.66
10,2.56
11,2.54
12,2.33
13,2.18
14,2.42
15,1.97
0,2.28
1,2.64
2,2.58
3,2.48
4,2.47
5,2.4
6,2.86
7,2.09
8,2.3
9,2.66
10,2.57
11,2.54
12,2.36
13,2.18
14,2.37
15,1.97
0,2.2924998
0,2.2924998
0,2.2924998
0,2.2924998
0,2.2
1,2.64
2,2.58
3,2.48
4,2.49
5,2.4
6,2.7
7,2.09
8,2.31
9,2.67
10,2.56
11,2.52
12,2.32
13,2.17
14,2.42
15,1.95
0,2.28
1,2.64
2,2.57
3,2.47
4,2.46
5,2.4
6,2.88
7,2.09
8,2.31
9,2.65
10,2.55
11,2.52
12,2.32
13,2.17
14,2.42
15,1.96
0,2.28
1,2.62
2,2.57
3,2.49
4,2.46
5,2.41
6,2.88
7,2.2
8,2.31
9,2.6
10,2.55
11,2.53
12,2.32
13,2.2
14,2.41
15,2.09
0,2.28
1,2.47
2,2.56
3,2.54
4,2.46
5,2.39
6,2.88
7,2.08
8,2.31
9,2.64
10,2.54
11,2.5
12,2.31
13,2.15
14,2.41
15,1.9
0,2.26
0,2.26
0,2.26
0,2.26
0,2.28
1,2.63
2,2.56
3,2.46
4,2.46
5,2.39
6,2.87
7,2.07
8,2.3
9,2.62
10,2.54
11,2.47
12,2.31
13,2.12
14,2.4
15,1.81
0,2.24
1,2.63
2,2.56
3,2.48
4,2.46
5,2.39
6,2.78
7,2.1
8,2.27
9,2.62
10,2.56
11,2.47
12,2.37
13,2.08
14,2.29
15,1.74
0,2.31
1,2.62
2,2.55
3,2.47
4,2.45
5,2.39
6,2.87
7,2.08
8,2.3
9,2.62
10,2.53
11,2.43
12,2.31
13,2.08
14,2.44
15,1.71
0,2.32
1,2.61
2,2.55
3,2.42
4,2.45
5,2.39
6,2.86
7,2.09
8,2.3
9,2.61
10,2.53
11,2.44
12,2.31
13,2.12
14,2.44
15,1.8
0,2.33
1,2.56
2,2.55
3,2.47
4,2.45
5,2.42
6,2.86
7,2.31
8,2.3
9,2.52
10,2.54
11,2.47
12,2.32
13,2.09
14,2.44
15,1.73
0,2.33
1,2.62
2,2.55
3,2.45
4,2.45
5,2.39
6,2.86
7,2.09
8,2.3
9,2.62
10,2.53
11,2.45
12,2.32
13,2.09
14,2.44
15,1.74
0,2.31
1,2.62
2,2.55
3,2.46
4,2.45
5,2.39
6,2.84
7,2.09
8,2.28
9,2.62
10,2.54
11,2.45
12,2.33
13,2.08
14,2.37
15,1.73
0,2.19
1,2.62
2,2.56
3,2.45
4,2.45
5,2.39
6,2.69
7,2.09
8,2.3
9,2.62
10,2.54
11,2.46
12,2.32
13,2.09
14,2.44
15,1.73
0,2.32
1,2.62
2,2.55
3,2.46
4,2.45
5,2.39
6,2.86
7,2.09
8,2.3
9,2.62
10,2.54
11,2.47
12,2.32
13,2.09
14,2.44
15,1.76
0,2.32
1,2.61
2,2.55
3,2.48
4,2.45
5,2.4
6,2.86
7,2.18
8,2.3
9,2.58
10,2.53
11,2.47
12,2.31
13,2.14
14,2.44
15,1.93
0,2.32
1,2.52
2,2.55
3,2.52
4,2.45
5,2.39
6,2.86
7,2.1
8,2.3
9,2.62
10,2.53
11,2.46
12,2.31
13,2.09
14,2.44
15,1.74
0,2.32
1,2.62
2,2.55
3,2.47
4,2.45
5,2.39
6,2.87
7,2.1
8,2.3
9,2.62
10,2.54
11,2.46
12,2.32
13,2.09
14,2.42
15,1.74
0,2.29
1,2.62
2,2.55
3,2.46
4,2.45
5,2.39
6,2.78
7,2.1
8,2.26
9,2.62
10,2.56
11,2.46
12,2.35
13,2.09
14,2.32
15,1.74
0,2.09
1,2.62
2,2.55
3,2.47
4,2.45
5,2.39
6,2.86
7,2.1
8,2.3
9,2.61
10,2.54
11,2.47
12,2.31
13,2.08
14,2.43
15,1.74
0,2.32
1,2.62
2,2.55
3,2.47
4,2.45
5,2.4
6,2.87
7,2.12
8,2.3
9,2.61
10,2.53
11,2.47
12,2.32
13,2.1
14,2.43
15,1.82
0,2.31
1,2.6
2,2.55
3,2.49
4,2.45
5,2.41
6,2.87
7,2.32
8,2.3
9,2.54
10,2.53
11,2.48
12,2.31
13,2.09
14,2.43
15,1.74
0,2.31
1,2.62
2,2.55
3,2.47
4,2.45
5,2.39
6,2.87
7,2.1
8,2.3
9,2.62
10,2.53
11,2.49
12,2.32
13,2.26
14,2.5
15,1.98
0,2.2888236
0,2.2888236
0,2.2888236
0,2.2888236
0,2.2888236
0,2.2888236
0,2.2888236
0,2.2888236
0,2.2888236
0,2.2888236
0,2.2888236
0,2.2888236
0,2.2888236
0,2.2888236
0,2.2888236
0,2.2888236
0,2.2888236
0,2.28
1,2.64
2,2.57
3,2.48
4,2.46
5,2.4
6,2.87
7,2.09
8,2.3
9,2.66
10,2.57
11,2.54
12,2.35
13,2.18
14,2.39
15,1.97
0,2.24
1,2.64
2,2.6
3,2.48
4,2.49
5,2.4
6,2.73
7,2.09
8,2.24
9,2.66
10,2.55
11,2.54
12,2.33
13,2.18
14,2.42
15,1.96
0,2.28
1,2.63
2,2.56
3,2.46
4,2.46
5,2.39
6,2.87
7,2.08
8,2.3
9,2.64
10,2.54
11,2.51
12,2.31
13,2.16
14,2.41
15,1.95
0,2.27
1,2.62
2,2.56
3,2.48
4,2.45
5,2.4
6,2.87
7,2.16
8,2.3
9,2.6
10,2.54
11,2.52
12,2.31
13,2.18
14,2.41
15,2.07
0,2.2675
0,2.2675
0,2.2675
0,2.2675
0,2.27
1,2.53
2,2.56
3,2.52
4,2.45
5,2.39
6,2.87
7,2.08
8,2.3
9,2.64
10,2.54
11,2.5
12,2.31
13,2.15
14,2.41
15,1.94
0,2.27
1,2.63
2,2.56
3,2.46
4,2.45
5,2.39
6,2.87
7,2.07
8,2.3
9,2.64
10,2.55
11,2.51
12,2.32
13,2.15
14,2.4
15,1.94
0,2.26
1,2.63
2,2.56
3,2.46
4,2.46
5,2.39
6,2.81
7,2.08
8,2.27
9,2.64
10,2.57
11,2.51
12,2.37
13,2.16
14,2.32
15,1.94
0,2.14
1,2.64
2,2.57
3,2.47
4,2.47
5,2.4
6,2.88
7,2.09
8,2.31
9,2.65
10,2.55
11,2.52
12,2.32
13,2.17
14,2.41
15,1.94
0,2.2350001
0,2.2350001
0,2.2350001
0,2.2350001
0,2.28
1,2.63
2,2.57
3,2.47
4,2.46
5,2.4
6,2.88
7,2.1
8,2.31
9,2.64
10,2.55
11,2.51
12,2.33
13,2.18
14,2.42
15,1.99
0,2.28
1,2.58
2,2.57
3,2.49
4,2.46
5,2.43
6,2.88
7,2.31
8,2.31
9,2.55
10,2.55
11,2.53
12,2.32
13,2.26
14,2.41
15,1.94
0,2.28
1,2.64
2,2.57
3,2.47
4,2.47
5,2.4
6,2.88
7,2.08
8,2.31
9,2.65
10,2.55
11,2.51
12,2.32
13,2.16
14,2.41
15,1.95
0,2.28
1,2.64
2,2.57
3,2.47
4,2.46
5,2.4
6,2.86
7,2.09
8,2.3
9,2.65
10,2.56
11,2.51
12,2.34
13,2.17
14,2.37
15,1.95
0,2.28
0,2.28
0,2.28
0,2.28
0,2.23
1,2.64
2,2.6
3,2.47
4,2.48
5,2.4
6,2.72
7,2.09
8,2.23
9,2.65
10,2.55
11,2.51
12,2.33
13,2.17
14,2.42
15,1.95
0,2.28
1,2.64
2,2.57
3,2.47
4,2.46
5,2.4
6,2.88
7,2.09
8,2.31
9,2.65
10,2.55
11,2.52
12,2.32
13,2.17
14,2.42
15,1.96
0,2.28
1,2.62
2,2.57
3,2.48
4,2.46
5,2.41
6,2.88
7,2.17
8,2.31
9,2.61
10,2.55
11,2.54
12,2.32
13,2.21
14,2.42
15,2.07
0,2.28
1,2.51
2,2.57
3,2.5
4,2.47
5,2.45
6,2.88
7,2.09
8,2.32
9,2.65
10,2.55
11,2.51
12,2.32
13,2.16
14,2.41
15,1.95
0,2.2675
0,2.2675
0,2.2675
0,2.2675
0,2.28
1,2.64
2,2.57
3,2.47
4,2.47
5,2.4
6,2.88
7,2.09
8,2.31
9,2.65
10,2.55
11,2.52
12,2.33
13,2.16
14,2.4
15,1.94
0,2.26
1,2.63
2,2.57
3,2.47
4,2.46
5,2.4
6,2.8
7,2.08
8,2.28
9,2.65
10,2.57
11,2.51
12,2.37
13,2.17
14,2.32
15,1.94
0,2.15
1,2.63
2,2.57
3,2.47
4,2.46
5,2.4
6,2.88
7,2.08
8,2.31
9,2.65
10,2.55
11,2.51
12,2.32
13,2.16
14,2.42
15,1.94
0,2.28
1,2.64
2,2.57
3,2.47
4,2.46
5,2.4
6,2.88
7,2.1
8,2.32
9,2.64
10,2.55
11,2.52
12,2.32
13,2.17
14,2.41
15,2.0
0,2.2425
0,2.2425
0,2.2425
0,2.2425
0,2.28
1,2.61
2,2.57
3,2.5
4,2.46
5,2.42
6,2.88
7,2.29
8,2.31
9,2.57
10,2.55
11,2.54
12,2.32
13,2.25
14,2.42
15,1.95
0,2.28
1,2.63
2,2.57
3,2.47
4,2.46
5,2.4
6,2.88
7,2.08
8,2.31
9,2.65
10,2.55
11,2.51
12,2.32
13,2.16
14,2.42
15,1.94
0,2.28
1,2.64
2,2.57
3,2.47
4,2.46
5,2.4
6,2.87
7,2.08
8,2.3
9,2.65
10,2.56
11,2.51
12,2.34
13,2.16
14,2.38
15,1.95
0,2.22
1,2.64
2,2.58
3,2.47
4,2.47
5,2.4
6,2.72
7,2.08
8,2.22
9,2.65
10,2.55
11,2.51
12,2.32
13,2.16
14,2.42
15,1.94
0,2.265
0,2.265
0,2.265
0,2.265
0,2.28
1,2.63
2,2.57
3,2.47
4,2.46
5,2.4
6,2.88
7,2.09
8,2.31
9,2.65
10,2.55
11,2.52
12,2.32
13,2.17
14,2.41
15,1.95
0,2.28
1,2.63
2,2.57
3,2.48
4,2.47
5,2.39
6,2.88
7,2.16
8,2.31
9,2.6
10,2.55
11,2.53
12,2.32
13,2.21
14,2.42
15,2.07
0,2.28
1,2.53
2,2.57
3,2.5
4,2.46
5,2.45
6,2.88
7,2.08
8,2.31
9,2.65
10,2.55
11,2.52
12,2.33
13,2.16
14,2.42
15,1.94
0,2.28
1,2.64
2,2.57
3,2.47
4,2.46
5,2.4
6,2.88
7,2.09
8,2.31
9,2.65
10,2.55
11,2.52
12,2.33
13,2.16
14,2.41
15,1.94
0,2.28
0,2.28
0,2.28
0,2.28
0,2.27
1,2.64
2,2.57
3,2.47
4,2.48
5,2.4
6,2.82
7,2.09
8,2.27
9,2.65
10,2.58
11,2.51
12,2.37
13,2.17
14,2.33
15,1.95
0,2.18
1,2.64
2,2.59
3,2.47
4,2.47
5,2.4
6,2.88
7,2.08
8,2.31
9,2.65
10,2.55
11,2.51
12,2.32
13,2.16
14,2.41
15,1.94
0,2.28
1,2.63
2,2.57
3,2.47
4,2.46
5,2.4
6,2.88
7,2.1
8,2.31
9,2.64
10,2.55
11,2.52
12,2.32
13,2.18
14,2.41
15,1.97
0,2.28
1,2.62
2,2.57
3,2.49
4,2.47
5,2.4
6,2.88
7,2.27
8,2.31
9,2.58
10,2.55
11,2.56
12,2.33
13,2.24
14,2.41
15,1.94
0,2.2524998
0,2.2524998
0,2.2524998
0,2.2524998
0,2.28
1,2.64
2,2.57
3,2.47
4,2.46
5,2.4
6,2.88
7,2.09
8,2.31
9,2.65
10,2.55
11,2.51
12,2.32
13,2.17
14,2.41
15,1.95
0,2.28
1,2.64
2,2.57
3,2.47
4,2.47
5,2.4
6,2.87
7,2.08
8,2.31
9,2.64
10,2.56
11,2.51
12,2.34
13,2.16
14,2.38
15,1.94
0,2.23
1,2.64
2,2.58
3,2.47
4,2.47
5,2.4
6,2.73
7,2.09
8,2.23
9,2.65
10,2.6
11,2.51
12,2.32
13,2.17
14,2.42
15,1.94
0,2.28
1,2.64
2,2.57
3,2.47
4,2.47
5,2.4
6,2.88
7,2.09
8,2.32
9,2.65
10,2.55
11,2.52
12,2.32
13,2.17
14,2.41
15,1.95
0,2.2675
0,2.2675
0,2.2675
0,2.2675
0,2.28
1,2.64
2,2.57
3,2.47
4,2.46
5,2.4
6,2.88
7,2.14
8,2.31
9,2.62
10,2.55
11,2.52
12,2.32
13,2.18
14,2.42
15,2.04
0,2.28
1,2.57
2,2.57
3,2.51
4,2.46
5,2.43
6,2.88
7,2.45
8,2.31
9,2.65
10,2.55
11,2.51
12,2.32
13,2.16
14,2.42
15,1.94
0,2.28
1,2.63
2,2.57
3,2.47
4,2.46
5,2.4
6,2.88
7,2.08
8,2.31
9,2.65
10,2.55
11,2.51
12,2.33
13,2.16
14,2.41
15,1.94
0,2.27
1,2.64
2,2.57
3,2.47
4,2.46
5,2.4
6,2.82
7,2.08
8,2.27
9,2.65
10,2.59
11,2.51
12,2.37
13,2.16
14,2.36
15,1.94
0,2.2775002
0,2.2775002
0,2.2775002
0,2.2775002
0,2.18
1,2.63
2,2.59
3,2.47
4,2.46
5,2.4
6,2.88
7,2.09
8,2.31
9,2.65
10,2.55
11,2.51
12,2.32
13,2.16
14,2.41
15,1.94
0,2.28
1,2.64
2,2.57
3,2.47
4,2.46
5,2.4
6,2.88
7,2.09
8,2.31
9,2.65
10,2.55
11,2.52
12,2.32
13,2.17
14,2.41
15,1.97
0,2.28
1,2.62
2,2.57
3,2.47
4,2.46
5,2.42
6,2.87
7,2.22
8,2.3
9,2.58
10,2.54
11,2.52
12,2.31
13,2.23
14,2.41
15,2.12
0,2.27
1,2.63
2,2.56
3,2.46
4,2.45
5,2.39
6,2.87
7,2.08
8,2.3
9,2.64
10,2.55
11,2.5
12,2.31
13,2.15
14,2.41
15,1.94
0,2.2525
0,2.2525
0,2.2525
0,2.2525
0,2.27
1,2.63
2,2.56
3,2.46
4,2.45
5,2.39
6,2.86
7,2.08
8,2.29
9,2.64
10,2.54
11,2.5
12,2.32
13,2.16
14,2.38
15,1.94
0,2.23
1,2.62
2,2.56
3,2.46
4,2.45
5,2.39
6,2.74
7,2.07
8,2.22
9,2.64
10,2.58
11,2.5
12,2.31
13,2.15
14,2.41
15,1.94
0,2.27
1,2.63
2,2.56
3,2.46
4,2.45
5,2.39
6,2.87
7,2.07
8,2.3
9,2.64
10,2.54
11,2.51
12,2.31
13,2.15
14,2.4
15,1.94
0,2.27
1,2.62
2,2.55
3,2.46
4,2.45
5,2.39
6,2.86
7,2.11
8,2.29
9,2.61
10,2.54
11,2.51
12,2.31
13,2.18
14,2.4
15,2.04
0,2.26
0,2.26
0,2.26
0,2.26
0,2.27
1,2.53
2,2.55
3,2.48
4,2.44
5,2.41
6,2.85
7,2.36
8,2.29
9,2.63
10,2.53
11,2.49
12,2.3
13,2.14
14,2.4
15,1.94
0,2.26
1,2.6
2,2.54
3,2.43
4,2.44
5,2.36
6,2.86
7,1.94
8,2.29
9,2.63
10,2.53
11,2.5
12,2.3
13,2.14
14,2.39
15,1.94
0,2.26
1,2.62
2,2.56
3,2.44
4,2.44
5,2.34
6,2.82
7,1.92
8,2.26
9,2.63
10,2.55
11,2.5
12,2.35
13,2.14
14,2.34
15,1.94
0,2.18
1,2.61
2,2.57
3,2.43
4,2.45
5,2.34
6,2.86
7,1.92
8,2.29
9,2.62
10,2.53
11,2.51
12,2.3
13,2.14
14,2.39
15,1.94
0,2.2425
0,2.2425
0,2.2425
0,2.2425
0,2.26
1,2.61
2,2.55
3,2.44
4,2.44
5,2.34
6,2.86
7,1.93
8,2.29
9,2.62
10,2.52
11,2.5
12,2.3
13,2.15
14,2.39
15,1.97
0,2.27
1,2.59
2,2.55
3,2.45
4,2.44
5,2.36
6,2.86
7,2.07
8,2.29
9,2.56
10,2.53
11,2.5
12,2.3
13,2.23
14,2.39
15,2.09
0,2.26
1,2.61
2,2.55
3,2.43
4,2.44
5,2.34
6,2.86
7,1.92
8,2.29
9,2.63
10,2.53
11,2.5
12,2.31
13,2.15
14,2.4
15,1.93
0,2.26
1,2.64
2,2.56
3,2.48
4,2.45
5,2.4
6,2.87
7,2.08
8,2.29
9,2.64
10,2.54
11,2.5
12,2.32
13,2.15
14,2.38
15,1.93
0,2.2625
0,2.2625
0,2.2625
0,2.2625
0,2.22
1,2.62
2,2.56
3,2.46
4,2.45
5,2.38
6,2.74
7,2.07
8,2.22
9,2.64
10,2.57
11,2.5
12,2.39
13,2.15
14,2.4
15,1.93
0,2.27
1,2.62
2,2.56
3,2.46
4,2.45
5,2.39
6,2.87
7,2.07
8,2.29
9,2.64
10,2.54
11,2.5
12,2.31
13,2.15
14,2.4
15,1.94
0,2.27
1,2.62
2,2.56
3,2.47
4,2.46
5,2.4
6,2.88
7,2.13
8,2.31
9,2.62
10,2.55
11,2.53
12,2.32
13,2.2
14,2.41
15,2.03
0,2.28
1,2.58
2,2.57
3,2.52
4,2.47
5,2.43
6,2.88
7,2.39
8,2.31
9,2.54
10,2.55
11,2.51
12,2.32
13,2.16
14,2.41
15,1.94
0,2.26
0,2.26
0,2.26
0,2.26
0,2.28
1,2.64
2,2.57
3,2.47
4,2.46
5,2.4
6,2.88
7,2.08
8,2.31
9,2.65
10,2.55
11,2.51
12,2.32
13,2.16
14,2.41
15,1.94
0,2.28
1,2.64
2,2.58
3,2.47
4,2.47
5,2.4
6,2.84
7,2.08
8,2.29
9,2.65
10,2.57
11,2.51
12,2.36
13,2.16
14,2.36
15,1.94
0,2.18
1,2.64
2,2.59
3,2.47
4,2.46
5,2.4
6,2.88
7,2.08
8,2.31
9,2.65
10,2.55
11,2.52
12,2.32
13,2.16
14,2.41
15,1.94
0,2.28
1,2.64
2,2.57
3,2.47
4,2.46
5,2.4
6,2.88
7,2.08
8,2.31
9,2.65
10,2.55
11,2.51
12,2.32
13,2.18
14,2.42
15,1.96
0,2.2549999
0,2.2549999
0,2.2549999
0,2.2549999
0,2.28
1,2.63
2,2.57
3,2.48
4,2.46
5,2.4
6,2.88
7,2.23
8,2.31
9,2.57
10,2.55
11,2.54
12,2.32
13,2.19
14,2.41
15,2.13
0,2.28
1,2.5
2,2.57
3,2.47
4,2.46
5,2.4
6,2.88
7,2.09
8,2.31
9,2.65
10,2.55
11,2.51
12,2.32
13,2.16
14,2.42
15,1.94
0,2.28
1,2.64
2,2.57
3,2.47
4,2.46
5,2.4
6,2.88
7,2.08
8,2.31
9,2.65
10,2.55
11,2.51
12,2.33
13,2.16
14,2.39
15,1.95
0,2.24
1,2.64
2,2.57
3,2.47
4,2.47
5,2.4
6,2.77
7,2.08
8,2.25
9,2.65
10,2.58
11,2.51
12,2.39
13,2.16
14,2.41
15,1.94
0,2.27
0,2.27
0,2.27
0,2.27
0,2.28
1,2.64
2,2.57
3,2.47
4,2.46
5,2.4
6,2.88
7,2.09
8,2.31
